"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-2 0.97300378058251 3 66 "GO:0015075;GO:0015318" "ion transmembrane transporter activity" 0.982816191658744
-59 0.461464462380665 4 28 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.736139458402009
217 0.00206677895296915 2 37 "GO:0015631" "tubulin binding" 0.0537362527771979
123 0.0478635761903963 2 48 "GO:0016301" "kinase activity" 0.335024449007247
20 0.599970189706367 2 138 "GO:0016491" "oxidoreductase activity" 0.736139458402009
71 0.384843835640459 3 27 "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.736139458402009
115 0.17031151008069 3 26 "GO:0016746" "transferase activity, transferring acyl groups" 0.553512407762243
86 0.0865668717309135 3 75 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.391065975092184
15 0.856342728255217 4 26 "GO:0016779" "nucleotidyltransferase activity" 0.927704622276485
-35 0.48721216382816 3 72 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.736139458402009
-53 0.495344223085889 2 30 "GO:0016829" "lyase activity" 0.736139458402009
-54 0.454595541518932 2 35 "GO:0016853" "isomerase activity" 0.736139458402009
186 0.0209614207437599 2 28 "GO:0016874" "ligase activity" 0.233570116859039
-45 0.363024036391926 3 76 "GO:0016887" "ATPase activity" 0.736139458402009
-27 0.491734583637222 3 126 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides" 0.736139458402009
189 0.0172566171493158 3 29 "GO:0019843" "rRNA binding" 0.224336022941105
130 0.0297518790020863 5 52 "GO:0019901;GO:0019900" "kinase binding" 0.257849618018081
120 0.0556802771358171 3 47 "GO:0019904" "protein domain specific binding" 0.335024449007247
-118 0.148875291685852 2 27 "GO:0022804" "active transmembrane transporter activity" 0.504881423978107
-8 0.896072759985644 2 55 "GO:0022890;GO:0008324" "cation transmembrane transporter activity" 0.947217517533593
-63 0.219880689375012 2 70 "GO:0030234" "enzyme regulator activity" 0.612524777544676
85 0.281158944549899 2 29 "GO:0030246" "carbohydrate binding" 0.679981930496806
75 0.287684662902495 2 37 "GO:0031625;GO:0044389" "ubiquitin-like protein ligase binding" 0.679981930496806
52 0.489233356275868 2 32 "GO:0033218" "amide binding" 0.736139458402009
-60 0.377723426542875 2 40 "GO:0038023;GO:0060089" "molecular transducer activity" 0.736139458402009
42 0.613449548668341 2 26 "GO:0042393" "histone binding" 0.736139458402009
-40 0.502125941650233 2 52 "GO:0042623" "ATPase activity, coupled" 0.736139458402009
-49 0.187557343250637 2 140 "GO:0042802" "identical protein binding" 0.562672029751911
-20 0.715625643165647 4 60 "GO:0042803" "protein homodimerization activity" 0.808968118361166
42 0.623351723051668 2 25 "GO:0043021" "ribonucleoprotein complex binding" 0.736688399970153
23 0.533397777484375 2 142 "GO:0044877" "protein-containing complex binding" 0.736139458402009
-8 0.902921581638801 1 38 "GO:0045182" "translation regulator activity" 0.947217517533593
16 0.84129349602995 3 27 "GO:0046873" "metal ion transmembrane transporter activity" 0.924237925216001
9 0.818227625041392 2 140 "GO:0046914" "transition metal ion binding" 0.911739353617551
-57 0.39731419186845 4 40 "GO:0046982" "protein heterodimerization activity" 0.736139458402009
-58 0.185457095024666 2 99 "GO:0046983" "protein dimerization activity" 0.562672029751911
-28 0.552775195300346 2 83 "GO:0048037" "cofactor binding" 0.736139458402009
1 0.982816191658744 2 48 "GO:0050662" "coenzyme binding" 0.982816191658744
37 0.656429370811574 3 27 "GO:0050839" "cell adhesion molecule binding" 0.764201357064221
53 0.455474454716873 3 37 "GO:0051015" "actin filament binding" 0.736139458402009
-40 0.59529381238266 2 32 "GO:0051020" "GTPase binding" 0.736139458402009
-8 0.923261400667322 2 27 "GO:0052689" "carboxylic ester hydrolase activity" 0.947557753316462
-39 0.61136706578506 4 31 "GO:0061630;GO:0061659" "ubiquitin-like protein ligase activity" 0.736139458402009
5 0.910786074551532 3 88 "GO:0070011;GO:0008233" "peptidase activity" 0.947217517533593
48 0.577201067087082 3 25 "GO:0090079" "translation regulator activity, nucleic acid binding" 0.736139458402009
-66 0.133248077354821 1 100 "GO:0098772" "molecular function regulator" 0.472425001530729
44 0.550771535861212 2 33 "GO:0140097" "catalytic activity, acting on DNA" 0.736139458402009
165 0.0099523822731455 2 45 "GO:0140098" "catalytic activity, acting on RNA" 0.15525716346107
-42 0.317268902655803 1 110 "GO:0140110" "transcription regulator activity" 0.727852188445666
-49 0.51062205837411 2 33 "GO:0140297" "DNA-binding transcription factor binding" 0.736139458402009
-93 0.0412728318964453 3 92 "GO:1990837;GO:0003690;GO:0043565" "sequence-specific DNA binding" 0.321928088792273
