"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
12 0.868941717104895 3 40 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.954930790103693
108 0.00618824450439524 2 154 "GO:0006396" "RNA processing" 0.101164344941418
136 0.00437517725862942 2 101 "GO:0006397;GO:0008380" "mRNA processing" 0.0783365071068887
175 0.000263659309041417 3 100 "GO:0006412;GO:0043043" "peptide biosynthetic process" 0.0330453000665243
112 0.0955217876483654 3 49 "GO:0006417;GO:0034248" "regulation of cellular amide metabolic process" 0.494695622466912
-75 0.304000339690113 2 42 "GO:0006457" "protein folding" 0.744404483669156
113 0.0917041158553552 2 50 "GO:0006468" "protein phosphorylation" 0.492582108023051
22 0.600002111003349 2 131 "GO:0006508" "proteolysis" 0.903161009620961
36 0.468271384949055 4 92 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 0.84649058048483
180 0.0000448040968190689 4 120 "GO:0006518" "peptide metabolic process" 0.0168463404039699
68 0.373410372192886 2 38 "GO:0006520" "cellular amino acid metabolic process" 0.789452858251142
47 0.599057423802525 3 28 "GO:0006575" "cellular modified amino acid metabolic process" 0.903161009620961
-151 0.0011830603435408 2 106 "GO:0006629" "lipid metabolic process" 0.049425632130149
-104 0.176655593005238 2 37 "GO:0006631" "fatty acid metabolic process" 0.608387465721327
-156 0.0900016168933039 3 26 "GO:0006644" "phospholipid metabolic process" 0.492582108023051
52 0.491984250241738 3 38 "GO:0006790" "sulfur compound metabolic process" 0.85823269494514
-11 0.786126471299573 4 141 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.930042145032902
-20 0.674443809525334 2 99 "GO:0006811" "ion transport" 0.929295959209533
66 0.263900027178709 3 65 "GO:0006812" "cation transport" 0.703733405809891
-279 0.00198903858593758 4 27 "GO:0006869" "lipid transport" 0.0623232090260442
131 0.126826440211575 2 30 "GO:0006875" "cellular metal ion homeostasis" 0.512760661500561
83 0.110154968836581 4 84 "GO:0006886" "intracellular protein transport" 0.497757585511909
48 0.516082969169342 2 41 "GO:0006897" "endocytosis" 0.866282126819967
137 0.121791749646531 4 28 "GO:0006913;GO:0051169" "nuclear transport" 0.497757585511909
-23 0.803892811531099 3 25 "GO:0006914;GO:0061919" "autophagy" 0.930042145032902
10 0.87569614484831 2 53 "GO:0006915;GO:0012501;GO:0008219" "programmed cell death" 0.954930790103693
-158 0.000165854039904327 2 133 "GO:0006928" "movement of cell or subcellular component" 0.0311805595020135
-174 0.00245939033879822 2 68 "GO:0006952" "defense response" 0.0662294363360741
-131 0.0574434516325323 2 47 "GO:0006955" "immune response" 0.41333778627583
-49 0.404011288735719 2 64 "GO:0006974" "cellular response to DNA damage stimulus" 0.806360136472868
27 0.741159925317839 2 33 "GO:0006979" "response to oxidative stress" 0.930042145032902
-52 0.575772215261885 4 25 "GO:0007005" "mitochondrion organization" 0.889429996516102
5 0.926892581603414 4 83 "GO:0007010" "cytoskeleton organization" 0.968517213683831
-33 0.680377038924412 4 34 "GO:0007015" "actin filament organization" 0.929295959209533
5 0.925415480536693 2 97 "GO:0007017" "microtubule-based process" 0.968517213683831
-124 0.0911072007881773 2 41 "GO:0007018" "microtubule-based movement" 0.492582108023051
77 0.22020488306372 2 57 "GO:0007049" "cell cycle" 0.662899990931208
-91 0.188090145721656 2 46 "GO:0007154" "cell communication" 0.631577892404083
-182 0.00246598965081127 2 62 "GO:0007155;GO:0022610" "cell adhesion" 0.0662294363360741
-90 0.0293107272356535 3 139 "GO:0007166" "cell surface receptor signaling pathway" 0.290021932647519
-115 0.10075913410325 2 45 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.497757585511909
-118 0.121005866623954 2 38 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 0.497757585511909
-66 0.246993039138642 2 70 "GO:0007275" "multicellular organism development" 0.684405279659157
28 0.668107477208071 3 51 "GO:0007346" "regulation of mitotic cell cycle" 0.929295959209533
49 0.546974817927938 2 33 "GO:0007389" "pattern specification process" 0.886476429055624
-127 0.136688642607528 1 30 "GO:0008283" "cell population proliferation" 0.52316807212753
-93 0.130815054887225 5 59 "GO:0008284" "positive regulation of cell population proliferation" 0.517836851337303
-73 0.329347989720383 2 39 "GO:0008285" "negative regulation of cell population proliferation" 0.75972297015254
-216 0.00334772422435958 2 41 "GO:0008610" "lipid biosynthetic process" 0.0780932217907436
37 0.38002916846664 2 129 "GO:0009057" "macromolecule catabolic process" 0.789452858251142
-39 0.554633423997219 2 50 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.887247249481434
-6 0.930495618791178 4 43 "GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693" "purine-containing compound metabolic process" 0.969158871649537
-139 0.109561198482999 2 29 "GO:0009165;GO:1901293" "nucleotide biosynthetic process" 0.497757585511909
-83 0.323638185828713 2 31 "GO:0009314" "response to radiation" 0.756514858227976
-89 0.0381592937744474 2 126 "GO:0009605" "response to external stimulus" 0.367894729722877
-135 0.113398904842256 2 30 "GO:0009617" "response to bacterium" 0.497757585511909
-64 0.218918076574143 2 84 "GO:0009628" "response to abiotic stimulus" 0.662899990931208
-72 0.0798811716107801 2 139 "GO:0009653" "anatomical structure morphogenesis" 0.48444065363957
-140 0.0129324040864462 2 71 "GO:0009719" "response to endogenous stimulus" 0.156857546338831
-72 0.298272455775598 2 46 "GO:0009725" "response to hormone" 0.739009949556332
-58 0.490827993545329 3 31 "GO:0009792;GO:0009790" "embryo development ending in birth or egg hatching" 0.85823269494514
-225 0.0040733385936655 2 36 "GO:0009887" "animal organ morphogenesis" 0.0780932217907436
-121 0.0649278230263081 2 52 "GO:0009888" "tissue development" 0.433782851702419
-39 0.453217417850904 4 83 "GO:0009894;GO:0031329" "regulation of catabolic process" 0.83534190741147
-88 0.253033979534223 5 37 "GO:0009896" "positive regulation of catabolic process" 0.687090548523914
-88 0.0848741379729829 2 87 "GO:0009967" "positive regulation of signal transduction" 0.492582108023051
-30 0.505915498231417 2 116 "GO:0009968;GO:0010648;GO:0023057" "negative regulation of cell communication" 0.863267790471912
-102 0.0105347684705831 2 148 "GO:0010033" "response to organic substance" 0.142738364105494
-124 0.0960446288300122 2 40 "GO:0010035" "response to inorganic substance" 0.494695622466912
-116 0.215522373832092 2 25 "GO:0010038" "response to metal ion" 0.662899990931208
-130 0.0154055746852665 2 79 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.175530184292733
47 0.461508156781493 5 55 "GO:0010564" "regulation of cell cycle process" 0.839568987278474
148 0.0139540316817495 6 62 "GO:0010608" "posttranscriptional regulation of gene expression" 0.163959872260557
-8 0.843703864858166 3 147 "GO:0010628;GO:0010557;GO:0031328;GO:0009891" "positive regulation of gene expression" 0.950836416130807
47 0.230262263389033 2 154 "GO:0010629" "negative regulation of gene expression" 0.662899990931208
-39 0.525775709121166 6 59 "GO:0010638" "positive regulation of organelle organization" 0.877044722775888
-15 0.844381054945819 2 37 "GO:0010639" "negative regulation of organelle organization" 0.950836416130807
-70 0.130836438502776 5 107 "GO:0010647;GO:0023056" "positive regulation of signaling" 0.517836851337303
90 0.277230089835691 2 32 "GO:0010720" "positive regulation of cell development" 0.713542829016443
129 0.15369631131904 4 27 "GO:0010769" "regulation of cell morphogenesis involved in differentiation" 0.555671279384222
-43 0.579733022763368 3 37 "GO:0010817" "regulation of hormone levels" 0.889429996516102
71 0.112348386252518 2 116 "GO:0010941;GO:0042981;GO:0043067" "regulation of cell death" 0.497757585511909
128 0.0789296889432448 5 42 "GO:0010975" "regulation of neuron projection development" 0.48444065363957
-155 0.0214835037720869 2 49 "GO:0014070" "response to organic cyclic compound" 0.224383261619574
65 0.102292357223012 4 149 "GO:0015031;GO:0015833;GO:0045184;GO:0042886" "establishment of protein localization" 0.497757585511909
-62 0.493027292840825 5 27 "GO:0015672" "monovalent inorganic cation transport" 0.85823269494514
-254 0.00156820125382789 4 34 "GO:0015711;GO:0006820" "anion transport" 0.0536039701308442
91 0.165068555698355 4 52 "GO:0016032;GO:0044403" "viral process" 0.585526197571523
-22 0.771461370754825 2 39 "GO:0016042" "lipid catabolic process" 0.930042145032902
175 0.0444955807042889 3 29 "GO:0016050" "vesicle organization" 0.385941963687878
-61 0.365529988575752 3 49 "GO:0016055;GO:1905114" "cell surface receptor signaling pathway involved in cell-cell signaling" 0.789452858251142
106 0.0178023228681315 2 116 "GO:0016071" "mRNA metabolic process" 0.196872747012278
-2 0.957206362495977 2 126 "GO:0016192" "vesicle-mediated transport" 0.980680088006778
142 0.0125769797085882 2 70 "GO:0016310" "phosphorylation" 0.156857546338831
-189 0.000692522498168475 3 73 "GO:0016477" "cell migration" 0.0489851996459283
-15 0.787725662601733 2 74 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.930042145032902
4 0.954011535815726 2 37 "GO:0016570;GO:0016569" "histone modification" 0.980680088006778
50 0.41016096158636 3 60 "GO:0017144" "drug metabolic process" 0.806360136472868
9 0.870270091436351 2 70 "GO:0018193" "peptidyl-amino acid modification" 0.954930790103693
-59 0.507399419399714 6 28 "GO:0018205" "peptidyl-lysine modification" 0.863267790471912
-2 0.979110861535459 4 39 "GO:0019439;GO:1901361" "organic cyclic compound catabolic process" 0.989749305178176
-35 0.505601370633702 3 81 "GO:0019637" "organophosphate metabolic process" 0.863267790471912
-29 0.644808118343325 2 58 "GO:0019725" "cellular homeostasis" 0.929295959209533
16 0.723085549105653 2 112 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.930042145032902
30 0.570554946371549 2 81 "GO:0022402" "cell cycle process" 0.889429996516102
-11 0.887024936088171 2 35 "GO:0022411" "cellular component disassembly" 0.960398591533831
-18 0.719143741227166 1 93 "GO:0022414" "reproductive process" 0.930042145032902
-29 0.540841854744405 2 99 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.884158858190853
36 0.616443110088329 3 42 "GO:0022604" "regulation of cell morphogenesis" 0.908951409385144
93 0.152427394247636 2 53 "GO:0022618;GO:0071826" "ribonucleoprotein complex subunit organization" 0.555671279384222
-138 0.0775296292032591 1 36 "GO:0023052;GO:0007267" "signaling" 0.48444065363957
90 0.209579878173061 2 43 "GO:0030001" "metal ion transport" 0.662899990931208
65 0.393670994180032 6 38 "GO:0030003;GO:0006873" "cellular ion homeostasis" 0.806360136472868
-27 0.72088307011515 2 38 "GO:0030036;GO:0030029" "actin filament-based process" 0.930042145032902
-64 0.339484763497252 2 49 "GO:0030111" "regulation of Wnt signaling pathway" 0.768953440210643
2 0.951619688040584 3 140 "GO:0030154" "cell differentiation" 0.980680088006778
-71 0.359148973315895 3 37 "GO:0030155" "regulation of cell adhesion" 0.785116360271957
-77 0.255831587216351 2 48 "GO:0030162" "regulation of proteolysis" 0.687090548523914
48 0.415184080862837 2 65 "GO:0030163" "protein catabolic process" 0.806360136472868
-51 0.500443281080973 2 39 "GO:0030178" "negative regulation of Wnt signaling pathway" 0.863267790471912
0 0.996373103487598 4 33 "GO:0030278" "regulation of ossification" 0.998607232349595
-3 0.965949991535395 2 46 "GO:0030334" "regulation of cell migration" 0.984274246117367
-58 0.47472988038423 3 33 "GO:0030335;GO:2000147;GO:0051272" "positive regulation of cell motility" 0.853092982001493
-42 0.584279811541163 3 38 "GO:0030833;GO:0008064;GO:0030832;GO:0110053;GO:0032535" "regulation of cellular component size" 0.889429996516102
21 0.76286718741277 3 46 "GO:0031175" "neuron projection development" 0.930042145032902
-34 0.690913377093071 2 31 "GO:0031331" "positive regulation of cellular catabolic process" 0.929295959209533
-148 0.0942590581622092 2 28 "GO:0031334" "positive regulation of protein complex assembly" 0.494695622466912
92 0.268817182892142 2 32 "GO:0031346" "positive regulation of cell projection organization" 0.711797611038348
-110 0.148699056351767 2 38 "GO:0031347" "regulation of defense response" 0.548145541061416
-35 0.692702783999571 3 28 "GO:0031396;GO:1903320" "regulation of protein modification by small protein conjugation or removal" 0.929295959209533
-52 0.251639544041423 3 113 "GO:0031399" "regulation of protein modification process" 0.687090548523914
-21 0.77537616006599 4 40 "GO:0031400" "negative regulation of protein modification process" 0.930042145032902
-49 0.375171222297218 3 75 "GO:0031401" "positive regulation of protein modification process" 0.789452858251142
152 0.0594756822688617 2 34 "GO:0031647" "regulation of protein stability" 0.414126972835037
24 0.764780765355979 4 34 "GO:0031667;GO:0009991" "response to extracellular stimulus" 0.930042145032902
-48 0.554563757596824 2 33 "GO:0032092" "positive regulation of protein binding" 0.887247249481434
-114 0.0657596344336114 4 58 "GO:0032101" "regulation of response to external stimulus" 0.433782851702419
-4 0.965186415325108 2 26 "GO:0032103" "positive regulation of response to external stimulus" 0.984274246117367
-23 0.791054643815616 2 30 "GO:0032259" "methylation" 0.930042145032902
-23 0.656172279772357 3 84 "GO:0032269;GO:0051248" "negative regulation of protein metabolic process" 0.929295959209533
-57 0.230957177691458 2 102 "GO:0032270;GO:0051247" "positive regulation of protein metabolic process" 0.662899990931208
-95 0.220965828631538 3 37 "GO:0032271" "regulation of protein polymerization" 0.662899990931208
126 0.108869640623431 2 36 "GO:0032386" "regulation of intracellular transport" 0.497757585511909
0 0.998607232349595 2 39 "GO:0032774" "RNA biosynthetic process" 0.998607232349595
-15 0.810606327311985 5 55 "GO:0032787" "monocarboxylic acid metabolic process" 0.932073330487175
24 0.643364165368829 4 82 "GO:0032880" "regulation of protein localization" 0.929295959209533
-39 0.660275210253735 2 28 "GO:0032886" "regulation of microtubule-based process" 0.929295959209533
-27 0.730326622360423 2 36 "GO:0032940;GO:0140352" "export from cell" 0.930042145032902
19 0.795634764178425 2 43 "GO:0032956;GO:0032970" "regulation of actin filament-based process" 0.930042145032902
-11 0.895602213302747 3 34 "GO:0032989" "cellular component morphogenesis" 0.962132663433808
18 0.678907323351452 3 120 "GO:0033043" "regulation of organelle organization" 0.929295959209533
-47 0.565017876272656 4 33 "GO:0033044" "regulation of chromosome organization" 0.889429996516102
45 0.61625237836803 2 27 "GO:0033157" "regulation of intracellular protein transport" 0.908951409385144
88 0.139737622826538 3 63 "GO:0033365" "protein localization to organelle" 0.525413461827783
10 0.796713312643053 2 154 "GO:0033554" "cellular response to stress" 0.930042145032902
-130 0.070501268550187 2 43 "GO:0033993" "response to lipid" 0.457042706463281
-41 0.613889122050914 2 34 "GO:0034097" "response to cytokine" 0.908951409385144
8 0.909260669812365 4 45 "GO:0034220" "ion transmembrane transport" 0.965768395054941
15 0.871023928799265 2 25 "GO:0034249" "negative regulation of cellular amide metabolic process" 0.954930790103693
76 0.226833243231606 2 57 "GO:0034470" "ncRNA processing" 0.662899990931208
38 0.433772981408651 2 97 "GO:0034613;GO:0070727" "cellular macromolecule localization" 0.819591160852526
11 0.793497946296132 3 129 "GO:0034622" "cellular protein-containing complex assembly" 0.930042145032902
122 0.00150631347606236 3 163 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.0536039701308442
-45 0.361401493502877 3 93 "GO:0034654;GO:0018130;GO:0019438" "heterocycle biosynthetic process" 0.785473766225906
-77 0.337822801310148 2 34 "GO:0034655;GO:0044270;GO:0046700" "cellular nitrogen compound catabolic process" 0.768953440210643
44 0.420336666884793 2 75 "GO:0034660" "ncRNA metabolic process" 0.806360136472868
-74 0.413354707259746 2 27 "GO:0034728" "nucleosome organization" 0.806360136472868
-25 0.778044822179262 2 28 "GO:0034762" "regulation of transmembrane transport" 0.930042145032902
105 0.205046594572736 2 32 "GO:0034976" "response to endoplasmic reticulum stress" 0.662899990931208
-143 0.11816215521418 3 26 "GO:0035295" "tube development" 0.497757585511909
-6 0.901310772627106 2 86 "GO:0035556" "intracellular signal transduction" 0.964254315686939
-75 0.283412492764874 3 46 "GO:0040008" "regulation of growth" 0.715188572346259
-54 0.482412868353194 4 37 "GO:0040017" "positive regulation of locomotion" 0.855600181607552
-74 0.107480198246394 2 109 "GO:0042127" "regulation of cell population proliferation" 0.497757585511909
-74 0.327965060365144 5 39 "GO:0042176" "regulation of protein catabolic process" 0.75972297015254
-32 0.510443664470584 7 96 "GO:0042325;GO:0019220;GO:0051174" "regulation of phosphate metabolic process" 0.864535215499728
-81 0.276845600763354 2 40 "GO:0042493" "response to drug" 0.713542829016443
27 0.582088639986051 2 95 "GO:0042592" "homeostatic process" 0.889429996516102
-84 0.371176678536283 4 25 "GO:0043009" "chordate embryonic development" 0.789452858251142
155 0.0450955749619357 3 37 "GO:0043065;GO:0043068;GO:0010942" "positive regulation of cell death" 0.385941963687878
51 0.397602350029682 2 61 "GO:0043066;GO:0043069" "negative regulation of programmed cell death" 0.806360136472868
-6 0.916137648272528 2 62 "GO:0043085" "positive regulation of catalytic activity" 0.96760605547885
-34 0.645789604482782 2 41 "GO:0043086" "negative regulation of catalytic activity" 0.929295959209533
37 0.568230700970331 7 53 "GO:0043161;GO:0010498" "proteasomal protein catabolic process" 0.889429996516102
-77 0.210852837198831 2 59 "GO:0043254" "regulation of protein complex assembly" 0.662899990931208
-19 0.819165447190655 2 32 "GO:0043269" "regulation of ion transport" 0.939043317511239
-70 0.349779895938102 3 40 "GO:0043393" "regulation of protein binding" 0.773630828663096
-69 0.40080253076176 3 33 "GO:0043408" "regulation of MAPK cascade" 0.806360136472868
-131 0.162813531135268 4 25 "GO:0043410" "positive regulation of MAPK cascade" 0.583027501970103
-116 0.215361555695723 2 25 "GO:0043434" "response to peptide hormone" 0.662899990931208
222 0.0120829609648116 2 28 "GO:0043484" "regulation of RNA splicing" 0.156661838716178
135 0.000928523365505668 2 142 "GO:0043603" "cellular amide metabolic process" 0.0489851996459283
120 0.00820705407298267 3 113 "GO:0043604" "amide biosynthetic process" 0.128577180476729
-6 0.9273037152292 3 49 "GO:0043900" "regulation of multi-organism process" 0.968517213683831
16 0.853040645873431 4 29 "GO:0043902" "positive regulation of multi-organism process" 0.954593103715506
-96 0.278660457179404 4 28 "GO:0044057" "regulation of system process" 0.713542829016443
-20 0.681723740441561 3 94 "GO:0044087" "regulation of cellular component biogenesis" 0.929295959209533
-81 0.222216056514328 2 51 "GO:0044089" "positive regulation of cellular component biogenesis" 0.662899990931208
-12 0.844625965392791 3 63 "GO:0044092" "negative regulation of molecular function" 0.950836416130807
-24 0.600505990439469 2 110 "GO:0044093" "positive regulation of molecular function" 0.903161009620961
58 0.538750822255089 2 25 "GO:0044242" "cellular lipid catabolic process" 0.884158858190853
-136 0.0106294526461538 2 80 "GO:0044255" "cellular lipid metabolic process" 0.142738364105494
20 0.670409160237714 3 109 "GO:0044265" "cellular macromolecule catabolic process" 0.929295959209533
-11 0.891828486623411 2 33 "GO:0044282" "small molecule catabolic process" 0.960823813668775
21 0.746044722480766 2 55 "GO:0044283" "small molecule biosynthetic process" 0.930042145032902
9 0.870145897693026 2 72 "GO:0044419" "interspecies interaction between organisms" 0.954930790103693
0 0.99616462434529 4 32 "GO:0044782" "cilium organization" 0.998607232349595
-154 0.0555054189927176 4 34 "GO:0045087" "innate immune response" 0.41333778627583
-225 0.00361010315396178 2 37 "GO:0045321;GO:0001775" "cell activation" 0.0780932217907436
23 0.572919069117178 2 148 "GO:0045595" "regulation of cell differentiation" 0.889429996516102
42 0.556889231057496 2 44 "GO:0045596" "negative regulation of cell differentiation" 0.887247249481434
18 0.732970054047023 3 82 "GO:0045597" "positive regulation of cell differentiation" 0.930042145032902
46 0.451248613973299 2 60 "GO:0045664;GO:0050767" "regulation of neurogenesis" 0.83534190741147
94 0.304889070438963 3 26 "GO:0045666;GO:0050769;GO:0051962" "positive regulation of nervous system development" 0.744404483669156
-42 0.620212307063938 3 30 "GO:0045669;GO:0045667;GO:0045778" "regulation of osteoblast differentiation" 0.910936826000159
-122 0.192652900785026 2 25 "GO:0045785" "positive regulation of cell adhesion" 0.635416585045349
43 0.581695957950421 2 37 "GO:0045786" "negative regulation of cell cycle" 0.889429996516102
31 0.70184550256722 5 34 "GO:0045787" "positive regulation of cell cycle" 0.930042145032902
-25 0.751322178649506 4 35 "GO:0045859;GO:0043549" "regulation of kinase activity" 0.930042145032902
38 0.442537284073043 4 94 "GO:0045892;GO:1903507;GO:1902679" "negative regulation of nucleic acid-templated transcription" 0.827830939360518
-10 0.826991447567132 4 109 "GO:0045893;GO:1903508;GO:1902680" "positive regulation of RNA biosynthetic process" 0.945133082933865
-29 0.731060573398417 3 31 "GO:0045936;GO:0010563" "negative regulation of phosphorus metabolic process" 0.930042145032902
-16 0.752647435582711 4 85 "GO:0045944" "positive regulation of transcription by RNA polymerase II" 0.930042145032902
-60 0.477167730826695 3 31 "GO:0046394;GO:0016053" "carboxylic acid biosynthetic process" 0.853092982001493
-168 0.0624067598826929 2 27 "GO:0046486" "glycerolipid metabolic process" 0.426635303925319
-105 0.137749040267621 3 44 "GO:0046903" "secretion" 0.52316807212753
75 0.0509114529319543 2 161 "GO:0046907;GO:0051649" "establishment of localization in cell" 0.407291623455634
74 0.310603757242756 2 41 "GO:0048193" "Golgi vesicle transport" 0.750341168678865
22 0.79680838295205 2 29 "GO:0048232;GO:0007276" "gamete generation" 0.930042145032902
-20 0.754864035436579 2 57 "GO:0048468" "cell development" 0.930042145032902
-71 0.133157244152932 3 104 "GO:0048513" "animal organ development" 0.521532539598984
-78 0.0749798745718646 2 120 "GO:0048584" "positive regulation of response to stimulus" 0.477837844729171
-45 0.281607027824922 2 137 "GO:0048585" "negative regulation of response to stimulus" 0.715188572346259
-20 0.801992936503468 2 33 "GO:0048589;GO:0040007" "growth" 0.930042145032902
-51 0.3934268128143 3 62 "GO:0048598" "embryonic morphogenesis" 0.806360136472868
-48 0.553677909723313 2 34 "GO:0048609" "multicellular organismal reproductive process" 0.887247249481434
-24 0.685820600980107 2 64 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.929295959209533
-99 0.188705262399779 2 39 "GO:0048731" "system development" 0.631577892404083
-166 0.0010422382903389 2 89 "GO:0048870;GO:0040011" "locomotion" 0.0489851996459283
93 0.115555070930139 2 65 "GO:0048878" "chemical homeostasis" 0.497757585511909
26 0.744628798173966 4 35 "GO:0050658;GO:0050657;GO:0051236;GO:0015931" "nucleobase-containing compound transport" 0.930042145032902
-38 0.681314321417847 3 25 "GO:0050678" "regulation of epithelial cell proliferation" 0.929295959209533
146 0.099712711116866 3 28 "GO:0050684" "regulation of mRNA processing" 0.497757585511909
-18 0.803841698518363 4 41 "GO:0050776" "regulation of immune response" 0.930042145032902
-23 0.808261977097286 2 25 "GO:0050778" "positive regulation of immune response" 0.932073330487175
-43 0.344922588799666 3 110 "GO:0050790" "regulation of catalytic activity" 0.772732268428521
-59 0.418406636264087 3 41 "GO:0050877" "nervous system process" 0.806360136472868
-35 0.633608018184287 2 41 "GO:0051046;GO:1903530" "regulation of secretion" 0.923397731927488
-15 0.748400176828905 4 111 "GO:0051049" "regulation of transport" 0.930042145032902
-7 0.908432394810227 2 69 "GO:0051050" "positive regulation of transport" 0.965768395054941
-84 0.288140185088754 2 35 "GO:0051051" "negative regulation of transport" 0.722271397289143
-148 0.0582630390229229 3 36 "GO:0051052" "regulation of DNA metabolic process" 0.41333778627583
-25 0.687911889362062 2 57 "GO:0051093" "negative regulation of developmental process" 0.929295959209533
-7 0.888879547483439 2 103 "GO:0051094" "positive regulation of developmental process" 0.960398591533831
-51 0.429552095591405 2 53 "GO:0051098" "regulation of binding" 0.819591160852526
-55 0.450168059027006 2 42 "GO:0051099" "positive regulation of binding" 0.83534190741147
22 0.706808004186334 3 66 "GO:0051129" "negative regulation of cellular component organization" 0.930042145032902
-9 0.85072847687474 5 106 "GO:0051130" "positive regulation of cellular component organization" 0.954593103715506
74 0.27854469380001 3 48 "GO:0051186" "cofactor metabolic process" 0.713542829016443
-65 0.478730370218923 2 26 "GO:0051188" "cofactor biosynthetic process" 0.853092982001493
44 0.567873224355827 3 38 "GO:0051222;GO:1904951" "positive regulation of establishment of protein localization" 0.889429996516102
-9 0.876199794111101 2 62 "GO:0051223;GO:0070201;GO:0090087" "regulation of peptide transport" 0.954930790103693
-59 0.177985694758899 2 123 "GO:0051240" "positive regulation of multicellular organismal process" 0.608387465721327
-74 0.177226335841171 2 75 "GO:0051241" "negative regulation of multicellular organismal process" 0.608387465721327
56 0.202608615595613 3 120 "GO:0051253;GO:0045934" "negative regulation of nucleobase-containing compound metabolic process" 0.662442082295222
-19 0.648628017964612 2 133 "GO:0051254;GO:0045935" "positive regulation of nucleobase-containing compound metabolic process" 0.929295959209533
-23 0.800681419813236 4 27 "GO:0051276" "chromosome organization" 0.930042145032902
106 0.10958475748093 2 51 "GO:0051301" "cell division" 0.497757585511909
-95 0.121752113725863 2 59 "GO:0051336" "regulation of hydrolase activity" 0.497757585511909
-33 0.632700372011474 2 47 "GO:0051338" "regulation of transferase activity" 0.923397731927488
3 0.974991077646943 2 27 "GO:0051345" "positive regulation of hydrolase activity" 0.989749305178176
-137 0.134847817442915 2 26 "GO:0051346" "negative regulation of hydrolase activity" 0.522709065551918
-81 0.323933223868894 2 33 "GO:0051347" "positive regulation of transferase activity" 0.756514858227976
-16 0.784692448274582 6 63 "GO:0051493" "regulation of cytoskeleton organization" 0.930042145032902
-103 0.246839459764099 2 28 "GO:0051495" "positive regulation of cytoskeleton organization" 0.684405279659157
5 0.941604896580753 3 41 "GO:0051640" "organelle localization" 0.975326284061606
