"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
69 0.15663889108313 2 81 "GO:0044431" "Golgi apparatus part" 0.826357280923779
25 0.506012237081359 2 143 "GO:0044432" "endoplasmic reticulum part" 0.986807784161412
25 0.56781249540881 2 97 "GO:0044433" "cytoplasmic vesicle part" 0.986807784161412
10 0.888722562972474 3 36 "GO:0044437;GO:0005774" "vacuolar part" 0.986807784161412
-10 0.871466080706543 4 45 "GO:0044440;GO:0010008" "endosomal part" 0.986807784161412
25 0.674111875253936 2 52 "GO:0044441" "ciliary part" 0.986807784161412
106 0.0273254812149713 4 82 "GO:0044445;GO:0044391" "ribosomal subunit" 0.296971349090776
75 0.316046797513707 4 33 "GO:0044448" "cell cortex part" 0.986807784161412
137 0.142291404372386 2 21 "GO:0044449" "contractile fiber part" 0.822815512240319
79 0.336848398109011 3 27 "GO:0044450" "microtubule organizing center part" 0.986807784161412
22 0.587755209448416 2 122 "GO:0044451" "nucleoplasm part" 0.986807784161412
-21 0.83273784599375 2 18 "GO:0044452" "nucleolar part" 0.986807784161412
29 0.743509484573481 2 23 "GO:0044454" "nuclear chromosome part" 0.986807784161412
20 0.75739732745603 2 44 "GO:0044455;GO:0098800" "mitochondrial membrane part" 0.986807784161412
20 0.707372264891688 1 68 "GO:0044456" "synapse part" 0.986807784161412
-117 0.00178155449688599 2 142 "GO:0044459" "plasma membrane part" 0.0825834743022989
-159 0.0953285377092726 3 20 "GO:0045121;GO:0098857;GO:0098589" "membrane microdomain" 0.633934775766663
48 0.349681064395982 1 73 "GO:0045202" "synapse" 0.986807784161412
-9 0.867130949481671 4 65 "GO:0048471" "perinuclear region of cytoplasm" 0.986807784161412
-127 0.0193829260613106 3 64 "GO:0062023;GO:0031012" "extracellular matrix" 0.296971349090776
-56 0.21827329561574 2 92 "GO:0070013;GO:0043233;GO:0031974" "intracellular organelle lumen" 0.936462848932046
22 0.691412564888648 2 60 "GO:0070062;GO:1903561;GO:0043230" "extracellular exosome" 0.986807784161412
57 0.507414493966264 2 25 "GO:0071005;GO:0071011" "precatalytic spliceosome" 0.986807784161412
159 0.0637478490538451 2 25 "GO:0071013" "catalytic step 2 spliceosome" 0.465237836477266
161 0.129984805483293 5 16 "GO:0072686" "mitotic spindle" 0.806441501751624
115 0.295154375814348 3 15 "GO:0097060" "synaptic membrane" 0.986807784161412
-43 0.678205746211547 2 17 "GO:0097223" "sperm part" 0.986807784161412
32 0.415386577003031 2 126 "GO:0097458" "neuron part" 0.986807784161412
3 0.976122520747871 2 18 "GO:0098552" "side of membrane" 0.986807784161412
9 0.799955720128408 3 145 "GO:0098588" "bounding membrane of organelle" 0.986807784161412
-69 0.152809008966423 2 81 "GO:0098590" "plasma membrane region" 0.826357280923779
-146 0.185026151494634 3 15 "GO:0098687" "chromosomal region" 0.878874219599512
65 0.519443160655616 2 18 "GO:0098793" "presynapse" 0.986807784161412
-59 0.529060885344915 2 21 "GO:0098794" "postsynapse" 0.986807784161412
46 0.237587420027512 2 132 "GO:0098796" "membrane protein complex" 0.95754929889876
26 0.74741155893199 2 28 "GO:0098797" "plasma membrane protein complex" 0.986807784161412
55 0.366490449139946 4 50 "GO:0098798" "mitochondrial protein complex" 0.986807784161412
-32 0.682988179779286 2 30 "GO:0098803;GO:1990204" "oxidoreductase complex" 0.986807784161412
-4 0.91932124650749 2 100 "GO:0098805" "whole membrane" 0.986807784161412
126 0.235524927459969 4 16 "GO:0098858" "actin-based cell projection" 0.95754929889876
-52 0.500568475826185 2 31 "GO:0098978" "glutamatergic synapse" 0.986807784161412
54 0.541337987499152 4 23 "GO:0099503" "secretory vesicle" 0.986807784161412
104 0.0312012672073267 2 81 "GO:0099512;GO:0099081;GO:0099080;GO:0099513" "supramolecular fiber" 0.296971349090776
-27 0.708711935383815 4 36 "GO:0099568" "cytoplasmic region" 0.986807784161412
-11 0.767188379883352 3 154 "GO:0120025;GO:0042995" "cell projection" 0.986807784161412
29 0.446189349768496 2 132 "GO:0120038;GO:0044463" "plasma membrane bounded cell projection part" 0.986807784161412
46 0.574586963970303 2 27 "GO:0120114;GO:0097525;GO:0030532" "Sm-like protein family complex" 0.986807784161412
14 0.900609772313237 3 15 "GO:1902495;GO:1990351" "transmembrane transporter complex" 0.986807784161412
23 0.631267214140714 3 80 "GO:1990234" "transferase complex" 0.986807784161412
