"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-34 0.639277779937784 3 36 "GO:0010817" "regulation of hormone levels" 0.775576896093701
-88 0.216703596930006 2 38 "GO:0010975" "regulation of neuron projection development" 0.457116342259381
-76 0.238943013545085 2 47 "GO:0014070" "response to organic cyclic compound" 0.469754579197508
-22 0.575752397931228 5 140 "GO:0015031;GO:0015833;GO:0045184;GO:0042886" "amide transport" 0.755987931196656
42 0.628630234120876 4 26 "GO:0015672" "monovalent inorganic cation transport" 0.773566782512727
115 0.144492714323875 2 31 "GO:0015711;GO:0006820" "anion transport" 0.396698179325548
-119 0.0522378384006828 3 52 "GO:0016032;GO:0044403" "symbiotic process" 0.254068650704653
230 0.00128776720135157 2 38 "GO:0016042" "lipid catabolic process" 0.0777811389616348
-59 0.467885488407939 2 29 "GO:0016050" "vesicle organization" 0.676083337316735
-32 0.624245662512506 2 47 "GO:0016055;GO:1905114" "cell surface receptor signaling pathway involved in cell-cell signaling" 0.773566782512727
-95 0.0301468302575461 5 106 "GO:0016071" "mRNA metabolic process" 0.200783516239393
-100 0.0162444136835151 4 119 "GO:0016192" "vesicle-mediated transport" 0.161933069380744
-27 0.612622906112711 2 69 "GO:0016310" "phosphorylation" 0.773566782512727
-29 0.554890838771157 2 82 "GO:0016477;GO:0048870;GO:0040011" "locomotion" 0.749672296851324
-90 0.109057370125704 5 62 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.339539441009924
6 0.938274436585483 4 36 "GO:0016570;GO:0016569" "histone modification" 0.957999052885257
36 0.540848093567387 2 56 "GO:0017144" "drug metabolic process" 0.739077485327379
-49 0.37426865308822 2 66 "GO:0018193" "peptidyl-amino acid modification" 0.601218793790651
1 0.993047704626003 2 27 "GO:0018205" "peptidyl-lysine modification" 0.993047704626003
124 0.0154488817641775 2 76 "GO:0019637" "organophosphate metabolic process" 0.161933069380744
73 0.224405146602256 3 55 "GO:0019725" "cellular homeostasis" 0.461065142604875
49 0.26077346962956 2 107 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.492209923925794
-79 0.135251927198135 2 70 "GO:0022402" "cell cycle process" 0.378204463091081
-103 0.178676780973565 3 33 "GO:0022411" "cellular component disassembly" 0.41955159931967
-114 0.0160618415968594 1 89 "GO:0022414" "reproductive process" 0.161933069380744
-83 0.0802761730412836 3 90 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.295651271444727
-137 0.0622991318141157 2 36 "GO:0022604" "regulation of cell morphogenesis" 0.2713935475173
-63 0.312388396659035 2 50 "GO:0022618;GO:0071826" "ribonucleoprotein complex subunit organization" 0.554948798770756
68 0.323544959412449 6 41 "GO:0030001" "metal ion transport" 0.566768312645361
-180 0.0138639273778017 2 36 "GO:0030029;GO:0030036" "actin filament-based process" 0.161933069380744
-35 0.44311480473193 3 99 "GO:0030030;GO:0120036" "cell projection organization" 0.672650862354198
-70 0.308424656861992 2 41 "GO:0030031;GO:0060271;GO:0044782;GO:0120031" "cell projection assembly" 0.551149386818471
-126 0.0500497258765777 2 47 "GO:0030111" "regulation of Wnt signaling pathway" 0.247787167454532
-56 0.15619952423436 3 135 "GO:0030154" "cell differentiation" 0.399282881899918
-175 0.0224393922140253 3 33 "GO:0030155" "regulation of cell adhesion" 0.170148831311007
-77 0.233928136036795 2 46 "GO:0030162" "regulation of proteolysis" 0.46834254459876
4 0.938965959119325 2 58 "GO:0030163;GO:0010498;GO:0043161" "protein catabolic process" 0.957999052885257
-86 0.151767317213707 3 55 "GO:0030334;GO:2000145;GO:0040012;GO:0051270" "regulation of locomotion" 0.398554172161213
-82 0.267181236040069 2 35 "GO:0030335;GO:2000147;GO:0040017;GO:0051272" "positive regulation of locomotion" 0.498078600519141
-25 0.711233760159984 2 44 "GO:0031175" "neuron projection development" 0.835768854351421
-54 0.299210394881613 2 74 "GO:0031329;GO:0009894" "regulation of catabolic process" 0.537866305084804
-45 0.572638572781279 3 30 "GO:0031331;GO:0009896" "positive regulation of catabolic process" 0.75518274663732
-217 0.0131142829203857 2 25 "GO:0031334" "positive regulation of protein complex assembly" 0.161933069380744
-76 0.335044375222489 2 31 "GO:0031346" "positive regulation of cell projection organization" 0.571414905992484
-111 0.147018544114792 2 33 "GO:0031347" "regulation of defense response" 0.398554172161213
-73 0.0987779675846884 3 105 "GO:0031399" "regulation of protein modification process" 0.335179170905347
-115 0.117609686083159 3 36 "GO:0031400" "negative regulation of protein modification process" 0.350106838936623
-56 0.289541145460777 2 70 "GO:0031401" "positive regulation of protein modification process" 0.529632591035053
-154 0.0416056296471619 2 34 "GO:0031647" "regulation of protein stability" 0.220436844797244
70 0.358216728624883 4 33 "GO:0031667;GO:0009991" "response to extracellular stimulus" 0.592352067356793
-41 0.572501937970246 2 37 "GO:0032092;GO:0043393" "regulation of protein binding" 0.75518274663732
-31 0.622350620163014 2 51 "GO:0032101" "regulation of response to external stimulus" 0.773566782512727
43 0.610624391809732 2 27 "GO:0032259" "methylation" 0.773566782512727
-80 0.12285273531092 2 73 "GO:0032269;GO:0051248" "negative regulation of protein metabolic process" 0.357071680449847
-44 0.338686318452499 3 94 "GO:0032270;GO:0051247" "positive regulation of protein metabolic process" 0.571414905992484
-183 0.00851765006803422 2 40 "GO:0032535;GO:0030833;GO:0008064;GO:0032271;GO:0030832;GO:0110053" "regulation of cellular component size" 0.161933069380744
-82 0.251121747298952 3 38 "GO:0032774" "RNA biosynthetic process" 0.47697338166216
100 0.104636231624807 3 51 "GO:0032787" "monocarboxylic acid metabolic process" 0.339539441009924
-111 0.017238426116995 4 92 "GO:0032880;GO:0060341" "regulation of protein localization" 0.161933069380744
29 0.741263144365345 4 25 "GO:0032886" "regulation of microtubule-based process" 0.854433090069978
-97 0.212464743662238 3 32 "GO:0032989" "cellular component morphogenesis" 0.455066330397134
-97 0.0225362690478155 5 113 "GO:0033043" "regulation of organelle organization" 0.170148831311007
-121 0.11824800520376 2 32 "GO:0033044" "regulation of chromosome organization" 0.350106838936623
-27 0.71927236042286 2 34 "GO:0033157;GO:0032386" "regulation of intracellular transport" 0.838688234933219
27 0.628872244980965 4 62 "GO:0033365" "protein localization to organelle" 0.773566782512727
-91 0.0156689428984427 3 147 "GO:0033554" "cellular response to stress" 0.161933069380744
19 0.785353161172803 2 41 "GO:0033993" "response to lipid" 0.876560962028154
-91 0.0954966749693438 5 66 "GO:0034470;GO:0034660" "ncRNA metabolic process" 0.335179170905347
14 0.76464723061661 3 95 "GO:0034613;GO:0070727" "cellular macromolecule localization" 0.874710089569001
-82 0.0273275197012786 2 154 "GO:0034622;GO:0065003" "protein-containing complex assembly" 0.196497879756813
111 0.00281633196909242 3 152 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.137001356130511
62 0.179025388524509 2 96 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "organic cyclic compound biosynthetic process" 0.41955159931967
85 0.247779230533681 2 36 "GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361" "organic cyclic compound catabolic process" 0.473603339374504
-201 0.0193788262577809 2 26 "GO:0034728" "nucleosome organization" 0.165365732760569
141 0.0661605626089817 4 33 "GO:0034762;GO:0043269" "regulation of ion transport" 0.2713935475173
-210 0.00871328815631812 2 30 "GO:0034976" "response to endoplasmic reticulum stress" 0.161933069380744
-69 0.161676075482612 2 81 "GO:0035556" "intracellular signal transduction" 0.403657146155682
-36 0.592216403682627 2 43 "GO:0040008" "regulation of growth" 0.770135275789903
-54 0.227327437861885 3 100 "GO:0042127" "regulation of cell population proliferation" 0.461065142604875
-124 0.0869895009620393 2 37 "GO:0042176" "regulation of protein catabolic process" 0.316516015548625
-88 0.209783279903473 3 39 "GO:0042493" "response to drug" 0.452532503791777
60 0.205308793296458 2 90 "GO:0042592" "homeostatic process" 0.446066586874319
-27 0.529468096711168 2 110 "GO:0042981;GO:0043067;GO:0010941" "regulation of cell death" 0.726815296394422
89 0.217962759223016 3 37 "GO:0043065;GO:0043068;GO:0010942" "positive regulation of cell death" 0.457116342259381
-49 0.362105520833029 4 68 "GO:0043066;GO:0043069;GO:0060548" "negative regulation of cell death" 0.59432536571508
-23 0.687211925328281 2 59 "GO:0043085" "positive regulation of catalytic activity" 0.817078745862759
-105 0.150777253426105 4 36 "GO:0043086" "negative regulation of catalytic activity" 0.398554172161213
-128 0.0372141195923518 4 52 "GO:0043254" "regulation of protein complex assembly" 0.209584768755556
-6 0.936245625745321 5 30 "GO:0043408" "regulation of MAPK cascade" 0.957999052885257
-87 0.322816316517415 3 25 "GO:0043434" "response to peptide hormone" 0.566768312645361
-155 0.0183638767578043 2 45 "GO:0043900" "regulation of multi-organism process" 0.163114434731085
-181 0.031767480128107 2 27 "GO:0043902" "positive regulation of multi-organism process" 0.200783516239393
47 0.588280212907933 3 25 "GO:0044057" "regulation of system process" 0.769093611680501
-96 0.0474933723368285 3 85 "GO:0044087" "regulation of cellular component biogenesis" 0.23904997409537
-177 0.00663442560209837 2 46 "GO:0044089" "positive regulation of cellular component biogenesis" 0.153218129787741
-16 0.778919599509964 2 57 "GO:0044092" "negative regulation of molecular function" 0.876560962028154
-46 0.29474133881059 2 104 "GO:0044093" "positive regulation of molecular function" 0.533005295334121
128 0.00425428380805733 2 101 "GO:0044255;GO:0006629" "lipid metabolic process" 0.141978209201749
-20 0.639465718964674 3 116 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.775576896093701
212 0.00710282720870324 2 31 "GO:0044282" "small molecule catabolic process" 0.153218129787741
107 0.0733735361208424 2 55 "GO:0044283" "small molecule biosynthetic process" 0.289967799024613
-131 0.0124831567935102 2 72 "GO:0044419" "interspecies interaction between organisms" 0.161933069380744
-46 0.559784003897224 2 31 "GO:0045087" "innate immune response" 0.751354529675385
-32 0.659105036443919 2 36 "GO:0045321;GO:0001775" "cell activation" 0.793026776916588
-79 0.199979616982467 5 52 "GO:0045596;GO:0051093" "negative regulation of developmental process" 0.440517606368938
-81 0.0754744025352296 2 98 "GO:0045597;GO:0051094" "positive regulation of developmental process" 0.289967799024613
-12 0.881655972037945 2 31 "GO:0045667;GO:0045778;GO:0030278" "regulation of ossification" 0.938750281137126
-56 0.453324245803205 2 35 "GO:0045786" "negative regulation of cell cycle" 0.672650862354198
-71 0.368505202936251 2 31 "GO:0045787" "positive regulation of cell cycle" 0.598325652079289
-23 0.771764741361347 5 32 "GO:0045859;GO:0043549" "regulation of kinase activity" 0.876560962028154
-25 0.504532862803673 5 143 "GO:0045892;GO:1903507;GO:2000113;GO:1902679;GO:0010558;GO:0031327;GO:0051253;GO:0009890;GO:0045934" "negative regulation of biosynthetic process" 0.709188992258585
-24 0.520049546797384 4 148 "GO:0045893;GO:0010628;GO:1903508;GO:1902680;GO:0010557;GO:0031328;GO:0051254;GO:0009891;GO:0045935" "positive regulation of gene expression" 0.72544178174949
-103 0.222082246563246 3 27 "GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 0.461065142604875
7 0.883551516772782 8 82 "GO:0045944" "positive regulation of transcription by RNA polymerase II" 0.938750281137126
106 0.179215811050013 2 31 "GO:0046394;GO:0016053" "carboxylic acid biosynthetic process" 0.41955159931967
149 0.0592335150501948 3 31 "GO:0046486;GO:0006644" "glycerolipid metabolic process" 0.266992858882968
-2 0.978272086086615 2 43 "GO:0046903" "secretion" 0.991403255027375
-52 0.167986025007162 2 149 "GO:0046907;GO:0051649" "establishment of localization in cell" 0.409127254452927
-136 0.0559623443095693 2 38 "GO:0048193" "Golgi vesicle transport" 0.256070120931666
-83 0.277282994436845 4 33 "GO:0048232;GO:0007276;GO:0048609" "multicellular organismal reproductive process" 0.510606489755654
-47 0.435850338408161 3 54 "GO:0048468" "cell development" 0.671565317343187
-43 0.333909085416981 3 100 "GO:0048513" "animal organ development" 0.571414905992484
-39 0.358941815649977 2 114 "GO:0048584" "positive regulation of response to stimulus" 0.592352067356793
-24 0.751610564205854 2 33 "GO:0048589;GO:0040007" "growth" 0.863066123156532
-68 0.247554194253054 2 57 "GO:0048598" "embryonic morphogenesis" 0.473603339374504
-139 0.0155353195831243 2 60 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.161933069380744
-221 0.00516116152325327 3 31 "GO:0048729;GO:0002009" "tissue morphogenesis" 0.141978209201749
-54 0.458962158366821 3 37 "GO:0048731" "system development" 0.672650862354198
51 0.370502454701107 4 61 "GO:0048878" "chemical homeostasis" 0.598351557859542
-108 0.157333321013544 3 33 "GO:0050658;GO:0050657;GO:0051236;GO:0015931" "nucleobase-containing compound transport" 0.399282881899918
-81 0.291122550039135 3 33 "GO:0050684;GO:0043484" "regulation of mRNA processing" 0.529632591035053
-117 0.0319126118526187 3 67 "GO:0050767;GO:0051960;GO:0060284;GO:0045664" "regulation of nervous system development" 0.200783516239393
-38 0.600970680801418 2 37 "GO:0050776" "regulation of immune response" 0.773566782512727
-25 0.567730195762207 2 103 "GO:0050790" "regulation of catalytic activity" 0.75518274663732
-123 0.0977610194857518 3 35 "GO:0050877" "nervous system process" 0.335179170905347
-28 0.525526994280377 3 108 "GO:0051049" "regulation of transport" 0.726815296394422
-28 0.603217195680373 2 66 "GO:0051050" "positive regulation of transport" 0.773566782512727
-98 0.189170875516283 2 35 "GO:0051051" "negative regulation of transport" 0.429545897788853
-41 0.594177216089561 3 33 "GO:0051052" "regulation of DNA metabolic process" 0.770135275789903
-38 0.543986448338361 2 50 "GO:0051099;GO:0051098" "regulation of binding" 0.740017600892725
-109 0.0544483973853684 4 61 "GO:0051129" "negative regulation of cellular component organization" 0.256070120931666
-129 0.00408627714701321 2 100 "GO:0051130" "positive regulation of cellular component organization" 0.141978209201749
44 0.504721340026533 2 45 "GO:0051186" "cofactor metabolic process" 0.709188992258585
-69 0.103815251475794 2 114 "GO:0051240" "positive regulation of multicellular organismal process" 0.339539441009924
-83 0.130281036363978 2 66 "GO:0051241" "negative regulation of multicellular organismal process" 0.367709093288985
-40 0.632083213652455 4 27 "GO:0051276" "chromosome organization" 0.773566782512727
-90 0.169972306700077 2 45 "GO:0051301" "cell division" 0.410653092987386
-70 0.241926618751881 2 54 "GO:0051336" "regulation of hydrolase activity" 0.469754579197508
-23 0.725447356118685 2 44 "GO:0051338" "regulation of transferase activity" 0.839406519340394
-94 0.264421760316648 2 27 "GO:0051345" "positive regulation of hydrolase activity" 0.495996096991476
12 0.880759258223889 5 30 "GO:0051347" "positive regulation of transferase activity" 0.938750281137126
-120 0.0400704453127579 2 57 "GO:0051493" "regulation of cytoskeleton organization" 0.220023172444598
-180 0.0127822115944985 2 37 "GO:0051640" "organelle localization" 0.161933069380744
-101 0.0103626214659032 1 133 "GO:0051704" "multi-organism process" 0.161933069380744
-42 0.416991724628644 3 76 "GO:0051707;GO:0043207;GO:0009607" "response to biotic stimulus" 0.649131447617786
-75 0.125585540320295 3 84 "GO:0051726" "regulation of cell cycle" 0.361207935016468
48 0.460583331092408 3 46 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 0.672650862354198
52 0.445101786047576 4 42 "GO:0055082;GO:0030003;GO:0006873" "cellular chemical homeostasis" 0.672650862354198
-6 0.915917204888287 4 66 "GO:0055085" "transmembrane transport" 0.950539504729425
160 0.0113189823055716 2 49 "GO:0055114" "oxidation-reduction process" 0.161933069380744
-47 0.571978486505754 5 28 "GO:0060071;GO:0035567;GO:0090175" "regulation of establishment of planar polarity" 0.75518274663732
-19 0.810083746566582 3 32 "GO:0060122;GO:0001503" "inner ear receptor cell stereocilium organization" 0.89286602723762
-138 0.071593677027713 2 33 "GO:0060627" "regulation of vesicle-mediated transport" 0.288283872831591
3 0.956603090036813 3 60 "GO:0061024" "membrane organization" 0.972707519162012
-10 0.896834453799384 4 31 "GO:0062012" "regulation of small molecule metabolic process" 0.938750281137126
-212 0.0120217695089302 2 27 "GO:0065004" "protein-DNA complex assembly" 0.161933069380744
-92 0.104313912261466 2 61 "GO:0070201;GO:0051223;GO:0090087" "regulation of peptide transport" 0.339539441009924
-70 0.164608696096573 3 79 "GO:0070647" "protein modification by small protein conjugation or removal" 0.40416118878996
-45 0.47357139088056 2 49 "GO:0070925" "organelle assembly" 0.681040762123472
10 0.822823515493891 4 109 "GO:0071310;GO:0070887" "cellular response to chemical stimulus" 0.900335875649113
-73 0.330791678970901 2 34 "GO:0071345;GO:0034097" "response to cytokine" 0.570851925995498
-71 0.326548630464546 2 37 "GO:0071417;GO:1901699" "cellular response to nitrogen compound" 0.566768312645361
18 0.786582850031887 2 43 "GO:0071495" "cellular response to endogenous stimulus" 0.876560962028154
-172 0.0173194380123267 4 37 "GO:0071824" "protein-DNA complex subunit organization" 0.161933069380744
132 0.0949732531047917 2 31 "GO:0072594" "establishment of protein localization to organelle" 0.335179170905347
70 0.32571038701506 4 38 "GO:0072657" "protein localization to membrane" 0.566768312645361
-94 0.0374754222278147 4 100 "GO:0080134" "regulation of response to stress" 0.209584768755556
-75 0.176402515064064 2 65 "GO:0080135" "regulation of cellular response to stress" 0.41955159931967
-162 0.0197124714549023 3 40 "GO:0090066" "regulation of anatomical structure size" 0.165365732760569
-136 0.0415553071314321 4 44 "GO:0090090;GO:0030178;GO:0060828" "regulation of canonical Wnt signaling pathway" 0.220436844797244
126 0.0665004056830471 2 41 "GO:0090407" "organophosphate biosynthetic process" 0.2713935475173
-112 0.0794820711409226 3 48 "GO:0097435" "supramolecular fiber organization" 0.295651271444727
-22 0.690493049601805 2 63 "GO:0098542;GO:0006952" "defense response" 0.817760395999
98 0.236045652855435 2 28 "GO:0098609" "cell-cell adhesion" 0.468985441857509
-33 0.61503943441583 2 46 "GO:0098657;GO:0006897" "import into cell" 0.773566782512727
56 0.414396007644608 2 42 "GO:0098662;GO:0098655;GO:0098660;GO:0034220" "ion transmembrane transport" 0.649131447617786
-92 0.127389600696535 5 54 "GO:0120035;GO:0031344" "regulation of plasma membrane bounded cell projection organization" 0.362940183116543
-61 0.415627161244631 2 35 "GO:0140352;GO:0032940" "export from cell" 0.649131447617786
1 0.991078636538569 2 73 "GO:1901135" "carbohydrate derivative metabolic process" 0.993047704626003
57 0.463131796533199 2 32 "GO:1901137" "carbohydrate derivative biosynthetic process" 0.672650862354198
145 0.0926161180493976 4 26 "GO:1901293;GO:0009165" "nucleotide biosynthetic process" 0.332976995844263
22 0.632685414836568 2 92 "GO:1901565" "organonitrogen compound catabolic process" 0.773566782512727
-96 0.201296124764614 3 34 "GO:1901652" "response to peptide" 0.440517606368938
-23 0.616778171031955 3 93 "GO:1901700" "response to oxygen-containing compound" 0.773566782512727
26 0.671607348442175 4 53 "GO:1901701" "cellular response to oxygen-containing compound" 0.801681498930976
-100 0.19762662051012 6 32 "GO:1901990;GO:1901987" "regulation of cell cycle phase transition" 0.440517606368938
-13 0.782158911860487 2 93 "GO:1902531" "regulation of intracellular signal transduction" 0.876560962028154
-39 0.527064871212484 2 51 "GO:1902533" "positive regulation of intracellular signal transduction" 0.726815296394422
-116 0.0633407835675158 2 50 "GO:1902903;GO:0032956;GO:0032970" "regulation of supramolecular fiber organization" 0.2713935475173
-150 0.0176946731442535 3 49 "GO:1903047" "mitotic cell cycle process" 0.161933069380744
-112 0.186169005974864 2 27 "GO:1903050;GO:1903362" "regulation of cellular protein catabolic process" 0.427148095617913
-97 0.155479248213251 2 42 "GO:1903311" "regulation of mRNA metabolic process" 0.399282881899918
